# hotness table: n_layer=43 n_expert=256 n_expert_used=6
# format: one row per layer, columns are expert activation counts (expert 0..N-1)
3,1,2,1,0,2,2,1,0,0,2,0,0,0,3,0,0,4,2,0,1,0,2,2,3,65,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,2,0,1,1,0,1,0,1,4,2,0,1,1,1,1,65,0,2,0,1,3,1,1,2,0,0,1,1,1,1,1,2,2,2,1,1,3,0,0,0,2,4,0,1,0,0,2,1,3,3,0,0,0,1,3,1,0,1,0,3,4,2,0,1,0,1,1,1,2,0,1,0,2,3,0,0,3,1,1,1,2,1,3,0,3,2,1,0,0,1,0,0,5,0,1,1,2,0,2,1,1,2,1,0,2,3,0,0,0,2,1,1,2,3,1,2,1,2,1,1,2,0,0,1,0,1,1,3,0,1,1,68,0,1,0,1,2,1,0,2,1,0,3,1,1,1,1,2,1,0,1,7,2,2,0,2,3,0,0,1,1,1,0,0,2,1,0,1,0,0,1,0,65,1,2,5,1,0,1,0,0,2,0,1,2,1,1,0,2,2,0,1,1,0,2,2,2,1,1,3,1,0,1,0,1,3,2,2,1,0,2,1,0
0,1,1,1,2,2,1,1,3,3,2,2,2,0,0,2,1,0,0,2,1,1,1,1,1,3,0,65,1,1,0,0,3,3,2,68,0,2,1,0,1,4,0,0,0,0,4,0,2,0,0,2,1,0,2,0,2,2,1,1,2,3,0,1,0,1,0,1,3,2,3,1,0,0,1,0,1,0,0,0,3,0,1,3,2,1,1,0,1,1,1,0,0,0,1,1,0,3,0,0,2,2,1,1,0,1,4,0,1,1,1,0,1,1,2,2,0,1,1,1,3,1,0,1,4,2,2,1,1,0,2,1,0,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,2,2,1,0,0,1,0,3,1,1,4,0,0,0,1,1,3,1,0,1,3,1,1,1,3,0,0,0,0,3,4,0,1,0,0,3,1,4,0,0,0,2,0,3,1,1,1,2,1,1,0,0,0,0,1,3,1,4,0,0,66,1,2,0,1,2,4,0,3,2,0,0,2,1,2,0,0,2,2,1,66,0,1,0,2,3,3,2,0,2,1,0,1,1,0,3,1,0,1,1,0,0,0,3,1,2,1,1
0,1,1,1,0,3,3,5,65,0,2,0,4,0,4,0,2,2,1,0,1,0,1,2,2,1,1,1,2,5,0,2,1,1,2,2,1,1,1,2,1,0,1,1,3,0,0,0,1,2,3,0,2,2,2,2,1,1,1,2,1,1,0,3,1,1,1,2,2,1,0,0,1,0,1,67,1,0,2,1,1,1,1,3,3,0,1,1,0,2,0,1,1,1,0,1,1,0,2,0,1,0,0,4,2,3,2,3,2,2,0,2,0,1,1,2,0,0,0,0,1,2,1,0,0,1,2,1,1,0,1,2,2,0,1,0,1,1,0,2,2,1,4,1,1,1,0,2,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,2,0,1,1,2,2,0,0,0,1,0,0,1,0,1,0,3,1,1,1,0,0,65,1,2,1,3,3,0,67,1,1,2,1,1,2,0,2,1,1,0,1,2,3,0,0,2,1,1,0,0,1,0,2,2,2,1,2,0,0,1,0,0,2,1,0,1,1,3,2,0,3,0,2,1,0,4,3,0,0,2,3,0,0,1,1,0,3,1,1
0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,1,6,0,0,0,65,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,68,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,16,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,12,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,59,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,9,0,53,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,5,0,0,6,0,1,0,6,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,116,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,18,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32,10,0,0,0,0,0,5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,8,0,7,8,0,0,0,0,0,1,65,0,7,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,0,33,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0
0,133,0,0,1,0,0,0,0,7,0,56,0,4,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,1,9,1,0,0,0,9,0,15,1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,1,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,26,0,1,0,0,2,0,11,0,0,0,0,43,4,1,0,0,2,61,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,56,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,1,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0,0,0,1,0,2,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,5,0,44,0,0,0,0,3,0,0,0,0,2,0,0,0,6,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,67,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,3,0,0,0,0,0,0,3,0,12,0,0,0,0,76,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,6,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,59,1,2,0,0,0,0,0,0,0,0,0,34,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0,65,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,83,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,14,0,0,2,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
